IMF Country Code,Country Code,Country,Category,Year,Inflation
238,CRI,Costa Rica,Food Consumer Price Inflation,2021,2.24
243,DOM,Dominican Republic,Food Consumer Price Inflation,2011,9.14
243,DOM,Dominican Republic,Food Consumer Price Inflation,2012,5
243,DOM,Dominican Republic,Food Consumer Price Inflation,2013,4.65
243,DOM,Dominican Republic,Food Consumer Price Inflation,2014,3.91
243,DOM,Dominican Republic,Food Consumer Price Inflation,2015,6.74
243,DOM,Dominican Republic,Food Consumer Price Inflation,2016,2.15
243,DOM,Dominican Republic,Food Consumer Price Inflation,2017,2.31
243,DOM,Dominican Republic,Food Consumer Price Inflation,2018,3.61
243,DOM,Dominican Republic,Food Consumer Price Inflation,2019,3.75
243,DOM,Dominican Republic,Food Consumer Price Inflation,2020,6.35
243,DOM,Dominican Republic,Food Consumer Price Inflation,2021,9.87
248,ECU,Ecuador,Food Consumer Price Inflation,2011,6.73
248,ECU,Ecuador,Food Consumer Price Inflation,2012,5.81
248,ECU,Ecuador,Food Consumer Price Inflation,2013,1.78
248,ECU,Ecuador,Food Consumer Price Inflation,2014,4.52
248,ECU,Ecuador,Food Consumer Price Inflation,2015,4.21
248,ECU,Ecuador,Food Consumer Price Inflation,2016,2.54
248,ECU,Ecuador,Food Consumer Price Inflation,2017,0.5
248,ECU,Ecuador,Food Consumer Price Inflation,2018,-1.63
248,ECU,Ecuador,Food Consumer Price Inflation,2019,0.04
248,ECU,Ecuador,Food Consumer Price Inflation,2020,0.76
258,GTM,Guatemala,Food Consumer Price Inflation,2021,-0.85
258,GTM,Guatemala,Food Consumer Price Inflation,2011,10.66
258,GTM,Guatemala,Food Consumer Price Inflation,2012,7.18
258,GTM,Guatemala,Food Consumer Price Inflation,2013,8.38
258,GTM,Guatemala,Food Consumer Price Inflation,2014,7.46
258,GTM,Guatemala,Food Consumer Price Inflation,2015,9.32
258,GTM,Guatemala,Food Consumer Price Inflation,2016,9.94
258,GTM,Guatemala,Food Consumer Price Inflation,2017,8.9
258,GTM,Guatemala,Food Consumer Price Inflation,2018,7.23
258,GTM,Guatemala,Food Consumer Price Inflation,2019,7.82
258,GTM,Guatemala,Food Consumer Price Inflation,2020,6.37
268,HND,Honduras,Food Consumer Price Inflation,2021,4.79
268,HND,Honduras,Food Consumer Price Inflation,2011,6.15
268,HND,Honduras,Food Consumer Price Inflation,2012,3.01
268,HND,Honduras,Food Consumer Price Inflation,2013,5.06
268,HND,Honduras,Food Consumer Price Inflation,2014,6.72
268,HND,Honduras,Food Consumer Price Inflation,2015,3.25
268,HND,Honduras,Food Consumer Price Inflation,2016,0.97
268,HND,Honduras,Food Consumer Price Inflation,2017,1.58
268,HND,Honduras,Food Consumer Price Inflation,2018,3.52
268,HND,Honduras,Food Consumer Price Inflation,2019,2.17
268,HND,Honduras,Food Consumer Price Inflation,2020,4.68
268,HND,Honduras,Food Consumer Price Inflation,2021,2.9
263,HTI,Haiti,Food Consumer Price Inflation,2011,10.2
263,HTI,Haiti,Food Consumer Price Inflation,2012,6.64
263,HTI,Haiti,Food Consumer Price Inflation,2013,6.49
263,HTI,Haiti,Food Consumer Price Inflation,2014,3.8
263,HTI,Haiti,Food Consumer Price Inflation,2015,9.47
263,HTI,Haiti,Food Consumer Price Inflation,2016,14.69
263,HTI,Haiti,Food Consumer Price Inflation,2017,14.22
263,HTI,Haiti,Food Consumer Price Inflation,2018,13.8
263,HTI,Haiti,Food Consumer Price Inflation,2019,22.23
263,HTI,Haiti,Food Consumer Price Inflation,2020,25.99
263,HTI,Haiti,Food Consumer Price Inflation,2021,19.65
343,JAM,Jamaica,Food Consumer Price Inflation,2011,7.69
343,JAM,Jamaica,Food Consumer Price Inflation,2012,10.82
343,JAM,Jamaica,Food Consumer Price Inflation,2013,12.5
343,JAM,Jamaica,Food Consumer Price Inflation,2014,8.62
343,JAM,Jamaica,Food Consumer Price Inflation,2015,7.77
343,JAM,Jamaica,Food Consumer Price Inflation,2016,3.98
343,JAM,Jamaica,Food Consumer Price Inflation,2017,4.46
343,JAM,Jamaica,Food Consumer Price Inflation,2018,4.08
343,JAM,Jamaica,Food Consumer Price Inflation,2019,6.33
343,JAM,Jamaica,Food Consumer Price Inflation,2020,10.83
343,JAM,Jamaica,Food Consumer Price Inflation,2021,6.69
273,MEX,Mexico,Food Consumer Price Inflation,2011,4.36
273,MEX,Mexico,Food Consumer Price Inflation,2012,8.12
273,MEX,Mexico,Food Consumer Price Inflation,2013,5.17
273,MEX,Mexico,Food Consumer Price Inflation,2014,4.74
273,MEX,Mexico,Food Consumer Price Inflation,2015,3.99
273,MEX,Mexico,Food Consumer Price Inflation,2016,4.47
273,MEX,Mexico,Food Consumer Price Inflation,2017,6.97
273,MEX,Mexico,Food Consumer Price Inflation,2018,4.8
273,MEX,Mexico,Food Consumer Price Inflation,2019,4.39
273,MEX,Mexico,Food Consumer Price Inflation,2020,6.62
273,MEX,Mexico,Food Consumer Price Inflation,2021,7.23
278,NIC,Nicaragua,Food Consumer Price Inflation,2011,9.11
278,NIC,Nicaragua,Food Consumer Price Inflation,2012,8.6
278,NIC,Nicaragua,Food Consumer Price Inflation,2013,9.39
278,NIC,Nicaragua,Food Consumer Price Inflation,2014,7.87
278,NIC,Nicaragua,Food Consumer Price Inflation,2015,4.74
278,NIC,Nicaragua,Food Consumer Price Inflation,2016,1.52
278,NIC,Nicaragua,Food Consumer Price Inflation,2017,0.58
278,NIC,Nicaragua,Food Consumer Price Inflation,2018,4.18
278,NIC,Nicaragua,Food Consumer Price Inflation,2019,4.58
278,NIC,Nicaragua,Food Consumer Price Inflation,2020,5.13
278,NIC,Nicaragua,Food Consumer Price Inflation,2021,6.38
283,PAN,Panama,Food Consumer Price Inflation,2011,5.91
283,PAN,Panama,Food Consumer Price Inflation,2012,8.08
283,PAN,Panama,Food Consumer Price Inflation,2013,5.75
283,PAN,Panama,Food Consumer Price Inflation,2014,3.04
283,PAN,Panama,Food Consumer Price Inflation,2015,-1.69
283,PAN,Panama,Food Consumer Price Inflation,2016,1.47
283,PAN,Panama,Food Consumer Price Inflation,2017,-0.54
283,PAN,Panama,Food Consumer Price Inflation,2018,-0.64
283,PAN,Panama,Food Consumer Price Inflation,2019,0.49
283,PAN,Panama,Food Consumer Price Inflation,2020,-0.82
283,PAN,Panama,Food Consumer Price Inflation,2021,1.64
293,PER,Peru,Food Consumer Price Inflation,2011,3.75
293,PER,Peru,Food Consumer Price Inflation,2012,4.17
293,PER,Peru,Food Consumer Price Inflation,2013,3.19
293,PER,Peru,Food Consumer Price Inflation,2014,3.81
293,PER,Peru,Food Consumer Price Inflation,2015,4.58
293,PER,Peru,Food Consumer Price Inflation,2016,4.1
293,PER,Peru,Food Consumer Price Inflation,2017,0.31
293,PER,Peru,Food Consumer Price Inflation,2018,-0.37
293,PER,Peru,Food Consumer Price Inflation,2019,1.7
293,PER,Peru,Food Consumer Price Inflation,2020,1.89
293,PER,Peru,Food Consumer Price Inflation,2021,4.69
566,PHL,Philippines,Food Consumer Price Inflation,2011,5.48
566,PHL,Philippines,Food Consumer Price Inflation,2012,2.59
566,PHL,Philippines,Food Consumer Price Inflation,2013,2.53
566,PHL,Philippines,Food Consumer Price Inflation,2014,5.77
566,PHL,Philippines,Food Consumer Price Inflation,2015,1.89
566,PHL,Philippines,Food Consumer Price Inflation,2016,1.58
566,PHL,Philippines,Food Consumer Price Inflation,2017,3.05
566,PHL,Philippines,Food Consumer Price Inflation,2018,6.85
566,PHL,Philippines,Food Consumer Price Inflation,2019,2.06
566,PHL,Philippines,Food Consumer Price Inflation,2020,2.73
566,PHL,Philippines,Food Consumer Price Inflation,2021,4.18
288,PRY,Paraguay,Food Consumer Price Inflation,2011,13.33
288,PRY,Paraguay,Food Consumer Price Inflation,2012,-1.89
288,PRY,Paraguay,Food Consumer Price Inflation,2013,3.22
288,PRY,Paraguay,Food Consumer Price Inflation,2014,6.45
288,PRY,Paraguay,Food Consumer Price Inflation,2015,2.95
288,PRY,Paraguay,Food Consumer Price Inflation,2016,5.86
288,PRY,Paraguay,Food Consumer Price Inflation,2017,5.74
288,PRY,Paraguay,Food Consumer Price Inflation,2018,3.9
288,PRY,Paraguay,Food Consumer Price Inflation,2019,1.16
288,PRY,Paraguay,Food Consumer Price Inflation,2020,1.21
288,PRY,Paraguay,Food Consumer Price Inflation,2021,9.22
253,SLV,El Salvador,Food Consumer Price Inflation,2011,6.94
253,SLV,El Salvador,Food Consumer Price Inflation,2012,0.3
253,SLV,El Salvador,Food Consumer Price Inflation,2013,2.39
253,SLV,El Salvador,Food Consumer Price Inflation,2014,3.19
253,SLV,El Salvador,Food Consumer Price Inflation,2015,1.37
253,SLV,El Salvador,Food Consumer Price Inflation,2016,-0.56
253,SLV,El Salvador,Food Consumer Price Inflation,2017,0.16
253,SLV,El Salvador,Food Consumer Price Inflation,2018,0.53
253,SLV,El Salvador,Food Consumer Price Inflation,2019,1.16
253,SLV,El Salvador,Food Consumer Price Inflation,2020,1.58
253,SLV,El Salvador,Food Consumer Price Inflation,2021,2.27
369,TTO,Trinidad and Tobago,Food Consumer Price Inflation,2011,10.47
369,TTO,Trinidad and Tobago,Food Consumer Price Inflation,2012,19.09
369,TTO,Trinidad and Tobago,Food Consumer Price Inflation,2013,8.73
369,TTO,Trinidad and Tobago,Food Consumer Price Inflation,2014,10.04
369,TTO,Trinidad and Tobago,Food Consumer Price Inflation,2015,8.56
369,TTO,Trinidad and Tobago,Food Consumer Price Inflation,2016,7.47
369,TTO,Trinidad and Tobago,Food Consumer Price Inflation,2017,2.92
369,TTO,Trinidad and Tobago,Food Consumer Price Inflation,2018,1.12
369,TTO,Trinidad and Tobago,Food Consumer Price Inflation,2019,0.57
369,TTO,Trinidad and Tobago,Food Consumer Price Inflation,2020,2.8
369,TTO,Trinidad and Tobago,Food Consumer Price Inflation,2021,4.39
298,URY,Uruguay,Food Consumer Price Inflation,2011,9.54
298,URY,Uruguay,Food Consumer Price Inflation,2012,8.39
298,URY,Uruguay,Food Consumer Price Inflation,2013,10.68
298,URY,Uruguay,Food Consumer Price Inflation,2014,10.42
298,URY,Uruguay,Food Consumer Price Inflation,2015,9.47
298,URY,Uruguay,Food Consumer Price Inflation,2016,9.62
298,URY,Uruguay,Food Consumer Price Inflation,2017,2.81
298,URY,Uruguay,Food Consumer Price Inflation,2018,8.34
298,URY,Uruguay,Food Consumer Price Inflation,2019,8.76
298,URY,Uruguay,Food Consumer Price Inflation,2020,13.76
298,URY,Uruguay,Food Consumer Price Inflation,2021,6.8
111,USA,United States,Food Consumer Price Inflation,2011,3.58
111,USA,United States,Food Consumer Price Inflation,2012,2.55
111,USA,United States,Food Consumer Price Inflation,2013,1.41
111,USA,United States,Food Consumer Price Inflation,2014,2.31
111,USA,United States,Food Consumer Price Inflation,2015,1.8
111,USA,United States,Food Consumer Price Inflation,2016,0.34
111,USA,United States,Food Consumer Price Inflation,2017,0.88
111,USA,United States,Food Consumer Price Inflation,2018,1.4
111,USA,United States,Food Consumer Price Inflation,2019,0.89
111,USA,United States,Food Consumer Price Inflation,2020,3.51
111,USA,United States,Food Consumer Price Inflation,2021,3.47
299,VEN,Venezuela,,,
299,VEN,Venezuela,,,
299,VEN,Venezuela,,,
299,VEN,Venezuela,,,
299,VEN,Venezuela,,,
299,VEN,Venezuela,,,
299,VEN,Venezuela,,,
299,VEN,Venezuela,,,
299,VEN,Venezuela,,,
299,VEN,Venezuela,,,
299,VEN,Venezuela,,,
